STATE,BLOODBANKS.NO,BLOODBANK_DETAILS,,,
MAHRASHTRA,284,"Lata   Mang   Lata   mangshkar   Hospital    Blood   Bank,
Nagpur",,,
MAHRASHTRA,285,Sainath Blood bank,,,
MAHRASHTRA,286,Jivan Jyoti Blood Bank,,,
MAHRASHTRA,287,Ayush Blood Bank,,,
MAHRASHTRA,288,LIFE LINE Blood Bank,,,
MAHRASHTRA,289,Rainbow blood bank,,,
MAHRASHTRA,290,Super  Speciality Hospital  Blood Bank,,,
MAHRASHTRA,291,"Shaskiya  rugnalaya   (Civil   Surgeon   ,   Govt.   Hospital)
Blood bank , Wardha",,,
MAHRASHTRA,292,"Kasturba Health Society Blood Bank
, Sewagram Wardha",,,
MAHRASHTRA,293,"Jawaharlal   Nehru   Memoral      Hospital    Blood   Bank,
Sawngi Meghel ,  Wardha",,,
MAHRASHTRA,294,"Civil Surgeon , Govt. Hospital Blood bank , Bhandra",,,
MAHRASHTRA,295,Abhishek Blood bank,,,
MAHRASHTRA,296,Bai Gangabi Women Hospital Gondiya,,,
MAHRASHTRA,297,"Shaskiya  rugnalaya     blood  bank   (Civil  Surgeon  ,
Govt. Hospital) Blood bank , Chandrapur",,,
MANIPUR,1,M/s Blood Bank District Hospital,,,
MANIPUR,2,M/s J.N. Hospital Blood Bank,,,
MANIPUR,3,"M/s  Blood  Bank,  Regional  Institute  of  Medical  Sciences
(RIMS) Hospital, Lamphelpat, Imphal-795004, Manipur",,,
MANIPUR,4,"M/s Shija Blood Bank and Transfusion Services, situated at
Shija Hospital and Research Institute, Langol",,,
MANIPUR,5,"M/s  Blood  Bank  and  Transfusion  Unit,  District  Hospital, Thoubal,    Khangabok,    Thoubal    District,    Pin-795138,
Manipur",,,
MEGHALAYA,1,M/s Dr. H. Gordon Roberts Hospital (KJP) Hospital,,,
MEGHALAYA,2,"M/S Military Hospital, Shillong",,,
MEGHALAYA,3,"M/s Nazareth Hospital, Laitumkhrah, Shillong",,,
MEGHALAYA,4,"M/s   Pasteur   Institute   (Regional   Blood   Bank),   Shillong,
Dist.- East Khasi Hills, Meghalaya.",,,
MEGHALAYA,5,"M/s Civil Hospital, West Garo Hills.Tura",,,
MEGHALAYA,6,"M/s  North  Eastern   Indira  Gandhi  Regional   Institute  of Health and Medical Sciences Mawdiangdiang, NEIGRIMS,
PIN -793018",,,
MEGHALAYA,7,"M/s Civil Hospital, Jowai",,,
MIZORAM,1,"M/s Blood Bank Civil Hospital, Lunglei-769001",,,
MIZORAM,2,"M/s Blood Bank Civil Hospital, Aizal-796001",,,
MIZORAM,3,"M/S  Champhai  Sub  Divisional    Hospital  &  Blood  Bank,
Champhai-796321",,,
MIZORAM,4,"M/s  Civil  Hospital  Kolasib  Govt.  Blood  Bank,  Kolasib-
796081",,,
MIZORAM,5,"M/s Civil Hospital Blood Bank, Saiha-796901",,,
MIZORAM,6,"M/s Blood Bank Christian Hospital, Serkawn-796701",,,
MIZORAM,7,"M/s   Blood   Bank,   Presbyterian   Hospital,   Durtlang,   Pin-
796025",,,
MIZORAM,8,"M/s District Hospital, Mamit-796441",,,
MIZORAM,9,"M/s  CIVIL  HOSPITAL  BLOOD   BANK,  SERCHIPP   -
796181",,,
MIZORAM,10,"M/s       BLOOD       BANK,       DISTRICT       HOSPITAL,
LAWNGTLAI, Pin-796891",,,
NAGALAND,1,"M/s Dr. Imkongliba memorial District Hospital Blood Bank,
Mokokchung",,,
NAGALAND,2,M/S Blood Bank Civil Hospital,,,
NAGALAND,3,"M/s 154 General Hospital, C/o 99 APO, Pin-903154",,,
NAGALAND,4,M/S Naga Hospital Authority Blood Bank,,,
NAGALAND,5,M/S 165 Military Hospital Blood Bank,,,
NAGALAND,6,"M/S Christian Institute of Health Sciences & Research, 4th
Mile, P.B. 31, P.O. ARTC, Dimapu",,,
ODISHA,1,"M/s Red Cross Blood Bank, Dist. H/Q Hospital, Baragarh",,,
ODISHA,2,"M/s Nehru Satabdi Central Hospital & Blood Bank, Talcher,
Odisha",,,
ODISHA,3,"M/s  Asha  Kiran  Hospital  Blood  Bank,  P.O.-  Lamtaput.,
Dist.- Koraput, Pin-764081, Odisha",,,
ODISHA,4,"M/s Nalco Hospital, Nalco Ltd.,                  P.O.-Damanjodi,
Odisha",,,
ODISHA,5,"M/s   Orissa   Red   Cross   Blood   Bank,   Capital   Hospital,
Bhubaneswar, Odisha",,,
ODISHA,6,"M/s  HAL  Hospital  Blood  Bank  (Hindusthan  Aeronatics
Ltd.), Sunabeda",,,
ODISHA,7,"Jyotthi Hospital Blood Bank, Khruda, Odisha",,,
ODISHA,8,"M/s  Orissa  Read   Cross  Blood   Bank,S.D.H.,   Padmapur,
Odisha",,,
ODISHA,9,"S.D.  Hospital,  O.R.C.  Blood  Bank,  Bhanja  Nagar,  Dist:-
Ganjam, Odisha",,,
ODISHA,10,"Red Cross Blood Bank S.D. Hospital Campus, Anandapur",,,
ODISHA,11,"M/s Orissa Red Cross Blood Bank, D.H.H. Malkangiri",,,
ODISHA,12,"Odisha Red Cross Hospital Blood Bank,  DHH, Sambalpur",,,
ODISHA,13,"Paradip Port Trust Hospital Blood Bank, Paradip, Odisha",,,
ODISHA,14,"Orissa Red Cross Blood Bank, Dist.H/Q Hospital, Boudh,",,,
ODISHA,15,"Community Welfare Society Hospital, Jagda Rourkella.",,,
ODISHA,16,"Orissa Red Cross Blood Bank, DHH., Nowrangpur",,,
ODISHA,17,"Red Cross Blood Bank, D.H.H., P.O./Dist. ? Jajpur.",,,
ODISHA,18,"Orissa   Red   Cross   Blood   Bank,   District   Headquarter
Hospital, Bhadrak",,,
ODISHA,19,"Vesaj   Patel   Hospital   &   Research   Centre,   H/4,   Civil
Township, Rourkela-769004.",,,
ODISHA,20,"M/s   Evangelical   Hospital   Blood   Bank,   Khariar,   P.O.-
Khariar, Dist.- Nuapada, Pin -766107, Odisha.",,,
ODISHA,21,Christian Hospital Blood Bank.,,,
ODISHA,22,"Catholic Mission Hospital, P.O.- Baragarh",,,
ODISHA,23,"Orissa Red Cross Blood Bank, D.H.H., Bhawanipatna.",,,
ODISHA,24,"Red Cross Blood Bank Dist H/Q Hospital, P.O.-Koraput",,,
ODISHA,25,"Red Cross Blood  Bank D. H/Q Hospital, At/P.O. Khurda.",,,
ODISHA,26,"SUM Hospital Blood Bank,Sector-8, Kalinga Nagar",,,
ODISHA,27,"Ashwini Hospital Blood Bank, Sector-1, C.D.A.,  Bidanasi,
Cuttack-753014",,,
ODISHA,28,"Orissa  Red  Cross  Blood  Bank,  S.D  Hospital,  Kamakhya
Nagar.",,,
ODISHA,29,"Orissa Red Cross Blood Bank, DHH.",,,
ODISHA,30,"Orissa Red Cross Blood Bank, S.D.H,  Rairangpur-757043",,,
ODISHA,31,"O.R.C. Blood Bank, Sub-Division Hospital, Baliguda",,,
ODISHA,32,"O.R.C. Blood Bank, D.H.H., Jharsuguda",,,
ODISHA,33,"Red Cross Blood Bank, DHH Campus, Baripada.",,,
ODISHA,34,"Tata Refractories Limited.,P.O. Belpahar",,,
ODISHA,35,"Orissa   Red   cross   Blood   Bank,   Sub-Division   Hospital,
Titilagarh.",,,
ODISHA,36,"Orissa Red Cross blood Bank,SDH, Patnagarh.",,,
ODISHA,37,"Orissa red Cross Blood Bank, D.H.H.",,,
ODISHA,38,"Central Hospital Blood Bank, IB Valley Area, MCL, P.O.-
Brajrajnagar.",,,
ODISHA,39,"Orissa   Red   Cross   Blood   Bank,   Dist.   H.Q.   Hospital,
Phulbani, Kandhamal",,,
ODISHA,40,"Red Cross Blood Bank , S. D. Hospital, Chatrapur.",,,
ODISHA,41,"Orissa Red Cross Blood Bank, DHH, Deogarh",,,
ODISHA,42,"Red Cross Blood Bank, S.D. Hospital, Udala.",,,
ODISHA,43,"M/s Orissa Red Cross Blood Bank, D.H.H..",,,
ODISHA,44,"Orissa Red cross Blood Bank, DHH.",,,
ODISHA,45,"Acharya   Harihar   Red   Cross   Blood   Bank   District   H.Q.
Hospital, Pin-752001.",,,
ODISHA,46,"Orissa Red Cross Blood Bank, DHH",,,
ODISHA,47,"Orissa Red Cross Blood Bank,S.D. Hospital,  Kuchinda.",,,
ODISHA,48,"M/s  Odisha  Red  Cross  Blood  Bank,  District  Headquarter
Hospital,  Kendrapara",,,
ODISHA,49,"Red Cross Blood Bank, Govt. Hospital Campus, Rourkella.",,,
ODISHA,50,"M/s  Orissa  Red  Cross  Blood  Bank,  Dist  Head  Quarter
Hospital, Parlakimundi.",,,
ODISHA,51,"Neheru Shatabdi Central Hospital Blood Bank,P.O. -Dera -
759103,Talcher.",,,
ODISHA,52,"Red Cross Blood Bank, DHH, Sundargarh,",,,
ODISHA,53,"TISCO Hospital Blood Bank , Joda",,,
ODISHA,54,"S.D.Hospital O.R.C Blood Bank,                P.O.-Nilgiri,",,,
ODISHA,55,"Jagannath Blood Transfusion Centre, Unit-6, Bhubaneswar.",,,
ODISHA,56,"Kalinga Hospital, Chandrasekharpur, Bhubaneswar-23.",,,
ODISHA,57,"Orissa    Red    Cross    Blood    Bank,    Municipal    Hospital,
Bhubaneswar.",,,
ODISHA,58,"Orissa Red Cross Blood Bank S.D. Hospital, Karanjia.",,,
ODISHA,59,"M/s  Immuno  Haematology  &  Blood  Transfusion  Centre,
IGH, Rourkella.",,,
ODISHA,60,"Central Red Cross Blood Bank, Medical Road, Manglabag.",,,
ODISHA,61,"Orissa Red Cross Blood Bank, S.D. Hospital, Athagarh.",,,
ODISHA,62,"M/s   Christian   Hospital,   Blood   Bank,   At/PO:   -   Bissam
Cuttack, Dist. - Rayagada, Pin-765019, Odisha.",,,
ODISHA,63,"Orissa red Cross Blood Bank, DHH.",,,
ODISHA,64,"M/s NTPC/ TSTPS Hospital, Kaniha",,,
ODISHA,65,"M/s  Kalinga  Institute  of  Medical  Sciences  Blood  Bank, KIIT Campus-5, Paita, Plot No. 14 A 14 B, Dist.- Khurda,
Bhubaneswar",,,
ODISHA,66,"Oriss   Red   Cross Blood Bank, Disctrict Head Quarter Hospital, Angul.",,,
ODISHA,67,"M/s Blood Bank, Sardar Rajas Medical College Hospital & Research  Centre,  At:  Jaring,  Plot  No.  235  and  807,  Khata
No. 230, P.O.- Nandol, Via: Bhawanipatna-766001",,,
ODISHA,68,"M/s O.R.C Blood Bank, SDH, Champua",,,
ODISHA,69,"M/s  Apollo  Hospital  Blood  Bank,  Plot  No.  251,  Sainik
School   Road,   Unit-15,   Bhubaneswar,   Dist.   -   Khurda, Odisha.",,,
ODISHA,70,"Orissa Red Cross Blood Bank, S.D Hospital, Rairakhol.",,,
ODISHA,71,"Red Cross Blood Bank, Dist. H/Q Hospital, Nayagarh.",,,
ODISHA,72,"Orissa Red Cross Blood Bank, SDH, Jaypore",,,
ODISHA,73,"M/s  Odisha  Red  Cross  Blood  Bank,  District  Head  Quarter
Hospital, Dhenkanal, Dist.- Dhenkanal, Pin-759001, Odisha",,,
ODISHA,74,"ORC Blood Bank, V.S.S. Medical College Hospital, Burla",,,
ODISHA,75,"Nalco Hospital Blood Bank, Nalco Nagar-759145",,,
ODISHA,76,"M/s.  Biju  Pattnaik  Red  Cross  Blood    Bank  &Transfusion Centre,  C.H.C  Campus,  Kantabanji,   Dist.-  Bolangir,  Pin-
767001, Odisha.",,,
ODISHA,77,"ORC Blood Bank, S.D. Hospital, Bonai",,,
ODISHA,78,"M/s Hi-Tech Medical College & Hospital, At- Pandra, P.O.-
Rasulgarh, Bhubaneswar.",,,
ODISHA,79,"M/S Odisha Red Cross Blood Bank,  D.H.H.,   Dist.- Nuapada. , Odisha.",,,
ODISHA,80,"M/s Central Hospital Blood Bank,  P.O.-Joda.",,,
ODISHA,81,"M/s Orissa Red Cross Blood Bank, SDH, Talcher.",,,
ODISHA,82,"M/s  O.R.C.B.  &  Blood  Transfusion  Centre,  S.D.  Hospital
Campus,  Dharmagar.",,,
ODISHA,83,"M/s J.M.J. Hospital Blood Bank, Baripali, Dist.-Sambalpur",,,
ODISHA,84,"M/s Red Cross Blood Bank, Rajgangpur, Dist-Sundargarh.",,,
ODISHA,85,"M/s   Sub   Division   Hospital,   Red   Cross   Blood   Bank,
Pallahara",,,
ODISHA,86,"M/s   Orissa   Red   Cross   Blood   Bank,   S.D.H.   Campus,
Athamalik.",,,
ODISHA,87,"M/s   S.C.B.   M.C.H.,   2nd   Floor,   Transfusion   Medicine
Department, Cuttack",,,
ODISHA,88,"M/s   Orissa   Red   Cross   Blood   Bank,M.K.C.G.   Medical
college Hospital, Berhampur,",,,
ODISHA,89,"M/s ORC Blood Bank, Area Hospital, Jajpur Road.",,,
ODISHA,90,"M/s Orissa Red Cross Blood Bank, SDH, Gunupur",,,
ODISHA,91,"M/s  HI-Tech  Medical  College  &  Hospital,  Near  Hanuman
Vatika, Rourkela",,,
PUDUCHERRY,1,M/s Indhira Gandhi Govt General Hospital Blood Bank,,,
PUDUCHERRY,2,M/s Govt General Hospital Blood Bank,,,
PUDUCHERRY,3,M/s JIPMER,,,
PUDUCHERRY,4,M/s Govt General Hospital Blood Bank,,,
PUDUCHERRY,5,M/s Govt General Hospital Blood Bank,,,
PUDUCHERRY,6,M/s St. Joseph's Hospital (Cluny),,,
PUDUCHERRY,7,M/s Pondicherry Private Hospital Association,,,
PUDUCHERRY,8,M/s Vinayaka Missions Medical College & Hospital,,,
PUDUCHERRY,9,M/s Pondicherry Institute of Medical Sciences,,,
PUDUCHERRY,10,M/s Mahatma Gandhi Medical College & Research Institute,,,
PUDUCHERRY,11,M/s Aarupadai Veedu Medical College,,,
PUDUCHERRY,12,M/s Sri Manakula Vinayagar Medical College Hospital,,,
PUDUCHERRY,13,M/s Sri Lakshminarayana Institute of Medical Sciences,,,
PUDUCHERRY,14,"M/s   Sri   Venkateshwara   Medical   College   Hospital   &
Research Centre",,,
PUDUCHERRY,15,M/s Yanam Oldage,,,
PUDUCHERRY,16,M/s Indira Gandhi Medical College and Research Institute,,,
PUDUCHERRY,17,M/s East coast Hospitals,,,
PUDUCHERRY,18,M/s A.G. Padmavathi's Hospital Limited,,,
PUNJAB,1,"Blood  Bank,  Shri  Guru  Ramdas  Hospital  Research  and
Medical Institute, Amritsar.",,,
PUNJAB,2,"Green  Avenu  Blood  Bank,  644,  Macload  Road,   Rani  Ka
Bagh, Opp. Francis School, Amritsar.",,,
PUNJAB,3,"Blood  Bank,  Shri  Guru  Teg  Bahadur  Charitable  Hospital
Shastri Nagar, Model Town, Ludhiana.",,,
PUNJAB,4,"Blood Bank, SNS Pahawa, Hospital Ludhiana.",,,
PUNJAB,5,"Red Cross Regional Blood Bank, Ludhiana.",,,
PUNJAB,6,"New Amritsar Blood Bank, Hukum Singh Road, Amritsar",,,
PUNJAB,7,"Blood Bank, Civil Hospital Mansa.",,,
PUNJAB,8,"Blood  Bank,  Maharaj  Sawan  Singh  Charitable  Hospital,
Beas, District, Amritsar.",,,
PUNJAB,9,"Blood Bank, Civil Hospital,Fazilka, District Ferozpur.",,,
PUNJAB,10,"Blood Bank, Shri Gru Teg Bhadur Hospital Amritsar.",,,
PUNJAB,11,"Blood Bank , Dayanand  Medical College Hospital, Tagore
Nagar, Civil Lines, Ludhiana.",,,
PUNJAB,12,"Blood    Bank,    Christian    Medical    College    and    Brown
Memorial Hospital, Ludhiana.",,,
PUNJAB,13,"Blood  Bank,  Mohan  Dai  Oswal  Cancer  Treatment  and
Research Foundation, G.T. Road, Ludhiana.",,,
PUNJAB,14,"Blood Bank, Civil Hospital, Gurdaspur.",,,
PUNJAB,15,"Blood Bank, Civil Hospital, Patti, District Taran Taran.",,,
PUNJAB,16,"Blood Bank, Civil Hospital, Taran Taran, Distt. Amritsar.",,,
PUNJAB,17,"Blood Bank,Civil Hospital, Ferozpur.",,,
PUNJAB,18,"Blood Bank, Govt. Medical College and Rajinder Hospital,
Patiala.",,,
PUNJAB,19,"Blood Bank, Civil Hospital, Pathankot, Distt.- Gurdaspur",,,
PUNJAB,20,"Military  Hospital  Blood  Bank,  167,  Pathankot,  District,
Gurdaspur.",,,
PUNJAB,21,"Blood   Bank,   Baba   Budha   Sabib   Cardiac   Centre   Ltd.,Jalandhar.",,,
PUNJAB,22,"Anil Blood Bank, Amritsar.",,,
PUNJAB,23,"Blood Bank, Civil Hospital, Jalandhar (Red Cross)",,,
PUNJAB,24,"Blood Bank, Dr. Anil Bhaghi Memorial Hospital Ferozpur.",,,
PUNJAB,25,"Blood Bank, Guru Govind Singh Medical College Hospital,
Faridkot.",,,
PUNJAB,26,"Blood Bank, Civil Hospital, Roper.",,,
PUNJAB,27,"Blood Bank, Civil Hospital, Samrala, Distt. Ludhiana.",,,
PUNJAB,28,"Blood Bank Civil Hospital, District, Moga.",,,
PUNJAB,29,"Blood Bank, Civil Hospital, Khanna, Distt. Ludhiana.",,,
PUNJAB,30,"Blood Bank, Civil Hospital, Ludhiana.",,,
PUNJAB,31,"Civil Hospital, Blood Bank, Abohar, Distt. Ferozpur.",,,
PUNJAB,32,"Blood   Donor?s   Council,   Blood   Bank   (Voluntary   org.)
Nawan Shahar.",,,
PUNJAB,33,"Blood Bank, Military Hospital, Bhatinda.",,,
PUNJAB,34,"Blood  Bank,  Military Hospital,  Jalandhar   Cantt.,  District-
Jalandhar.",,,
PUNJAB,35,"Blood Bank, Civil Hospital, Barnala (Sangrur)",,,
PUNJAB,36,"Blood  Bank,  Kidney  Hospital  and   Life  Line     Medical
Institutions, 63&64, Waryam Nagar, Cool Road, Jalandhar.",,,
PUNJAB,37,"Civil Hospital, Malerkotla, Distt. Sangrur, Punjab.",,,
PUNJAB,38,"Blood Bank, Civil Hospital, Sangrur, Distt. Sangrur.",,,
PUNJAB,39,"Blood Bank, Civil Hospital, Hoshiarpur.",,,
PUNJAB,40,"Blood  Bank,  Tagore  Heart  Care  &  Research  Center  Pvt.
Ltd., Jalandhar.",,,
PUNJAB,41,"Blood Bank, Civil Hospital, Bhatinda.",,,
PUNJAB,42,"BBMB Hospital Blood Bank, Naya Nangal, Distt. Roper.",,,
PUNJAB,43,"Ohri Hospital Blood Bank, Jalandhar.",,,
PUNJAB,44,"Blood Bank, Civil Hospital, Kapurthala.",,,
PUNJAB,45,"Blood Bank, Sacred Heart Hospital, G.T. Road, Maqsudan,
Jalandhar City.",,,
PUNJAB,46,"159,  General  Hospital,  C/o  56  APO,  Military  Hospital,
Ferozpur.",,,
PUNJAB,47,"Blood Bank, Civil Hospital, Batala, Distt.- Gurdaspur",,,
PUNJAB,48,"Blood Bank, Civil Hospital, Rajpura, Distt. Patiala.",,,
PUNJAB,49,"Blood Bank,Civil Hospital, Fatehgarh Sahib.",,,
PUNJAB,50,"Blood Bank, Civil Hospital, Phillour, Distt. Jalandhar.",,,
PUNJAB,51,"Blood Bank, NFL Hospital, Naya Nangal, Distt. Roper.",,,
PUNJAB,52,"Blood   Bank,   Civil   Hospital,   Anandpur   Sahib   District,
Roper.",,,
PUNJAB,53,"Blood Bank, Civil Hospital, Nakodar, District, Jalandhar.",,,
PUNJAB,54,"Blood    Bank,        Bhai    Ghanayiaji    Charitable    Societ,
Hoshiarpur.",,,
PUNJAB,55,"Blood Bank, Shri Guru Nanak Dev Hospital, Majitha Road,
Amritsar.",,,
PUNJAB,56,"Blood    Bank,    Adlakha    Hospital,    Race    Course   Road,
Amritsar.",,,
PUNJAB,57,"Blood   Bank,   Indian   Medical   Association,   Hoshiarpur,
Amritsar.",,,
PUNJAB,58,"Blood Bank, Dr. B.L. Kapoor Memorial Hospital, Old Sabzi
Mandi, G.T. Road, Ludhiana.",,,
PUNJAB,59,"Civil Hospital Phagwara, District, Kapurthala.",,,
PUNJAB,60,"Blood  Bank,  Fortis  Heart  Institute,  Sector-62,  Phase-VIII, Mohali-160062.",,,
PUNJAB,61,"Blood   Bank,   SGL   Charitable   Hospital,   Garha   Road,
Jalandhar, Distt.- Jalandhar.",,,
PUNJAB,62,"Blood Bank, Patel Hospital Pvt. Ltd., Civil Line, Jalandhar.",,,
PUNJAB,63,"Blood  Bank,  Silver  Oks  Hospital,  Phase-9,  SAS  Nagar,
Mohali.",,,
PUNJAB,64,"Blood Bank, Civil Hospital, Kharar Distt. Roop Nagar.",,,
PUNJAB,65,"Blood Bank, Civil Hospital, Nabha (Punjab)",,,
PUNJAB,66,"Blood Bank, Civil Hospital, Mandi Gobind Garh.",,,
PUNJAB,67,"Blood Bank, Civil Hospital, Rampura Phol distt. Bathinda.",,,
PUNJAB,68,"Blood Bank, Civil Hospital, Kotkapura, Distt. Faridkot.",,,
PUNJAB,69,"Blood Bank Civil Hospital, Banga Distt. Nawa Shahar",,,
PUNJAB,70,"Blood   Bank,   Guru   Nanak   Mission   Hospital,   Dhahan
Kaleeran, Distt. Nawansheher.",,,
PUNJAB,71,"Blood Bank, Civil Hospital, Sangroor.",,,
PUNJAB,72,"Blood  Bank,  Deepak  Memorial  Hospital,  Sorabha  Nagar, Ludhiana.",,,
PUNJAB,73,"Blood Bank, Ghai Hospital,
661-A, Guru Teg Bahadur Nagar, Jalandhar City.",,,
PUNJAB,74,"Blood   Bank,   Shri   Krishna   Charitable   Hospital   Society
(Regd), Model Town, Ludhiana.",,,
PUNJAB,75,"Blood Bank, Civil Hospital, Mukerian, Distt.- Hoshirpur",,,
PUNJAB,76,"Blood Bank, Civil Hospital, Dasya Distt. Hoshiarpur.",,,
PUNJAB,77,"Blood Bank, Civil Hospital, Muktsar.",,,
PUNJAB,78,"Blood Bank, Escort Heart & Super Speciality Institute Ltd.,
Majitha Virka, By Pass Road, Amritsar.",,,
PUNJAB,79,"Blood Bank, Civil Hospital, Ajnala.",,,
PUNJAB,80,"Blood  Bank,  Adesh  Hospital  &  Research  Centre  (P)  Ltd.,
Mukatsar.",,,
PUNJAB,81,"Blood  Bank,  Sant  Baba  Rangi  Ram  Ji  Charitable  Trust
Distt. Hoshiarpur.",,,
PUNJAB,82,"Blood Bank, Shree Devi Talab Mandir Charitable Hospital,
Mandir Marg, Tanda Road, Jalandhar City.",,,
PUNJAB,83,"Blood Bank, Donor Council, Guru Hargobind Nagar, Blood
Bank Bhawan, Phagwara, Kapurthala.",,,
PUNJAB,84,"Blood Bank, Military Hospital, Patiala.",,,
PUNJAB,85,"Blood Bank, Life Line Blood Centre, Walia Hospital, 13-A, Corner View Colony, Gurdwara Dukhnivaran Road, Patiala-
147001.",,,
PUNJAB,86,"Blood   Bank,   Satguru   Partap   Singh   Apollo   Hospital,
Ludhiana.",,,
PUNJAB,87,"Blood Bank, Civil Hospital Ghorshankar, Distt. Hoshiarpur.",,,
PUNJAB,88,"Blood   Bank,   Adesh   Institute   of   Medical   Sciences   &
Research, Barnala Road, Bhatinda.",,,
PUNJAB,89,"Blood  Bank,  Gupta  Hospital,  2/A,  Power  House  Road,Bathinda.",,,
PUNJAB,90,"Blood  Bank,  Grecian  Superspeciality  Hospital,  Sector-69,
MohaD1799:D1812li.",,,
PUNJAB,91,"Blood Bank, Joshi Hospital & Trauma Centre,   Kapurthals
Chowk, Bagh Bharian, Jalandhar.",,,
PUNJAB,92,"Blood   Bank,   Gian   Sagar   Medical   College   &   Hospital,
Village-Banur, Ram Nagar, Distt. Patiala.",,,
PUNJAB,93,"Blood Bank, Sri Guru Ram Das Charitable Hospital, Vallah,
Amritsar.",,,
PUNJAB,94,"Blood Bank, Ivy Health & Life Sciences Pvt. Ltd., Sector-
71, Mohali (Punjab).",,,
PUNJAB,95,"Blood Bank, Guru Tej Rasila Charitable Hospital, Saidpura,
Distt. Amritsar.",,,
PUNJAB,96,"Blood Bank, Civil Hospital, Mohali, Distt.-Mohali.",,,
PUNJAB,97,"Blood   Bank,   JBMM   Civil   Hospital,   Near   Ram   Bagh,
Amritsar, District Amritsar.",,,
PUNJAB,98,"Blood   Bank,   PIMS   Medical   &   Education   Charitable
Society, Garha Road, Jalandhar, Dist. Jalandhar.",,,
PUNJAB,99,"Blood  Bank,  Max  Super  Specialty  Hospital,  9A  Unit  of
Hometrail   Estate   Pvt.   Ltd.)   Phase-VI,   District   Ajitgarh (Mohali)",,,
PUNJAB,100,"Blood  Bank,  Chintpurni  Medical  College  and  Hospital,
Pathankot",,,
PUNJAB,101,"Blood  Bank,  Deep  Nursing  Home  &  Children  Hospital,
478-L, Model Town, Ludhiana (Punjab)",,,
PUNJAB,102,"Blood Bank, Capitol Hospital, NH-44, Near Reeru Chowk,
Jalandhar-Pathankot Road, Jalandhar (Punjab).",,,
PUNJAB,103,"Blood   Bank,   Johal   Multispeciality  Hospital,   Hoshiarpur
Road, Rama Mandi, Jalandhar (Punjab).",,,
RAJASTHAN,1,"Blood Bank, Maharana Bhupal Govt. Hospital, Udaipur",,,
RAJASTHAN,2,"Blood Bank, S.M.S. Hospital, Jaipur",,,
RAJASTHAN,3,"Blood  Bank,  Santokba  Durlabhji  Memorial  Hospital  cum
Medical Research Insptitute Campus, Bhawani Singh Marg, Jaipur.",,,
RAJASTHAN,4,"Blood Bank, Govt. Mahila Chikitsalaya, 1st Floor, Sanjiwani
Bhawan, Sanganeri Gate, Jaipur.",,,
RAJASTHAN,5,"Blood Bank, Zanana Hospital, Near Chandpol Gate, Jaipur.",,,
RAJASTHAN,6,"M/s Blood Bank, Government, Mahatama Gandhi Hospital,
Jodhpur.",,,
RAJASTHAN,7,"Blood Bank, General Hospital, Bundi.",,,
RAJASTHAN,8,"Blood Bank, Mathura Das Mathur Govt. Hospital, Jodhpur.",,,
RAJASTHAN,9,"Blood Bank, Umaid Hospital, Jodhpur.",,,
RAJASTHAN,10,"Blood Bank, A.K. Hospital, Beawar, Distt.-Ajmer.",,,
RAJASTHAN,11,"Blood Bank, Govt. Bangar Hospital, Pali.",,,
RAJASTHAN,12,"Blood Bank, General Hospital, Alwar.",,,
RAJASTHAN,13,"Blood Bank, General Hospital, Dholpur.",,,
RAJASTHAN,14,"Blood Bank, General Hospital, Bharatpur.",,,
RAJASTHAN,15,"Blood Bank, General Hospital, Karauli.",,,
RAJASTHAN,16,"Blood Bank, General Hospital, Sirohi.",,,
RAJASTHAN,17,"Blood Bank, General Hospital, Jalore.",,,
RAJASTHAN,18,"Blood Bank, J.L.N. & A.G. Hospital, Ajmer.",,,
RAJASTHAN,19,"Blood Bank, M.G. Hospital, Bhilwara.",,,
RAJASTHAN,20,"Blood Bank, Govt. D.B. Hospital, Churu.",,,
RAJASTHAN,21,"Blood Bank, Govt. Medical College & A.G. Hospital, Kota.",,,
RAJASTHAN,22,"Swasthya   Kalyan   Blood   Bank   &   Thalesemia   Research
Center Milap Nagar, Tonk Road, Jaipur",,,
RAJASTHAN,23,"Blood Bank, Sadat Govt. Hospital, Tonk.",,,
RAJASTHAN,24,"Blood Bank, M.G. Govt. Hospital, Banswara.",,,
RAJASTHAN,25,"Blood Bank, S.R.G. Hospital, Jhalawar.",,,
RAJASTHAN,26,"Tapovan      Blood      Bank,      Samiti      Jawahar      Nagar,
Sriganganagar.",,,
RAJASTHAN,27,"Blood Bank, General Hospital, Sawaimadhopur.",,,
RAJASTHAN,28,"Blood Bank, E.S.I. Hospital, Jaipur.",,,
RAJASTHAN,29,"Blood Bank, Govt. Hospital, Sriganganagar.",,,
RAJASTHAN,30,"Blood Bank, P.B.M. & A.G. Hospital, Bikaner.",,,
RAJASTHAN,31,"Blood  Bank,  Global  Hospital  and  Research  Center,  Mount Abu (Sirohi).",,,
RAJASTHAN,32,"Blood Bank, Monilek Hospital and Research Center Sector-
IV, Jawahar Nagar, Jaipur.",,,
RAJASTHAN,33,"Blood Bank Govt. General Hospital, Dungarpur (Raj)",,,
RAJASTHAN,34,"Kota   Blood   Bank   Society   Basant   Vihar,   Behind   Modi
College, Kota.",,,
RAJASTHAN,35,"Blood Bank, Govt. Hospital, Nagaur.",,,
